VBELN,ERDAT,AUART,KUNNR,VKORG,VTWEG,SPART,WAERK
OR00005415,2021-09-09,ZOR,C000035,1000,10,01,USD
OR00005416,2022-12-04,RE,C000049,1000,10,02,USD
OR00005417,2022-11-04,RE,C000043,1000,10,02,USD
OR00005418,2022-09-28,OR,C000046,1000,10,01,EUR
OR00005419,2023-03-04,RE,C000065,3000,20,02,EUR
OR00005420,2022-10-03,RE,C000026,1000,10,00,EUR
OR00005421,2022-05-11,RE,C000053,3000,10,00,GBP
OR00005422,2022-09-22,OR,C000015,3000,20,02,GBP
OR00005423,2024-08-06,ZOR,C000038,3000,20,02,USD
OR00005424,2022-12-27,OR,C000016,1000,10,01,EUR
OR00005425,2023-01-25,RE,C000033,1000,20,01,GBP
OR00005426,2023-05-09,RE,C000056,3000,20,00,GBP
OR00005427,2024-09-02,ZOR,C000072,2000,30,02,GBP
OR00005428,2022-07-10,ZOR,C000020,2000,30,01,USD
OR00005429,2023-07-28,ZOR,C000026,1000,30,00,USD
OR00005430,2023-08-26,OR,C000015,3000,10,01,GBP
OR00005431,2023-06-01,RE,C000045,1000,20,02,USD
OR00005432,2021-12-03,ZOR,C000052,3000,30,00,USD
OR00005433,2023-07-25,RE,C000053,3000,20,01,USD
OR00005434,2021-10-14,OR,C000029,1000,10,02,GBP
OR00005435,2023-05-24,ZOR,C000007,1000,20,02,GBP
OR00005436,2023-09-16,RE,C000023,3000,10,02,GBP
OR00005437,2022-06-04,ZOR,C000011,2000,10,02,GBP
OR00005438,2023-12-29,ZOR,C000060,1000,30,00,GBP
OR00005439,2021-07-17,OR,C000003,3000,20,01,GBP
OR00005440,2024-01-01,RE,C000080,3000,20,00,EUR
OR00005441,2023-02-07,RE,C000080,3000,10,01,EUR
OR00005442,2022-06-12,RE,C000071,3000,20,01,USD
OR00005443,2022-02-18,OR,C000044,3000,10,01,EUR
OR00005444,2024-06-14,OR,C000006,2000,30,02,USD
OR00005445,2021-11-01,RE,C000049,3000,10,01,GBP
OR00005446,2022-05-20,ZOR,C000031,2000,10,00,EUR
OR00005447,2022-10-29,OR,C000049,1000,10,02,USD
OR00005448,2023-06-10,ZOR,C000048,1000,30,00,USD
OR00005449,2023-04-15,RE,C000079,3000,20,02,EUR
OR00005450,2022-02-05,ZOR,C000039,3000,10,00,GBP
OR00005451,2022-09-01,RE,C000047,2000,10,02,GBP
OR00005452,2022-07-07,ZOR,C000010,1000,20,01,GBP
OR00005453,2022-06-07,OR,C000033,3000,20,00,USD
OR00005454,2022-12-27,RE,C000054,2000,10,01,EUR
OR00005455,2023-08-16,ZOR,C000043,3000,30,01,EUR
OR00005456,2022-06-12,OR,C000067,2000,20,00,GBP
OR00005457,2022-11-16,RE,C000039,2000,20,01,USD
OR00005458,2022-12-09,OR,C000068,3000,30,01,EUR
OR00005459,2024-08-11,OR,C000021,3000,30,01,EUR
OR00005460,2024-06-17,ZOR,C000032,3000,20,01,EUR
OR00005461,2023-11-14,RE,C000024,1000,30,02,USD
OR00005462,2022-07-10,ZOR,C000070,3000,20,02,GBP
OR00005463,2021-10-22,ZOR,C000065,1000,20,00,EUR
OR00005464,2022-09-29,ZOR,C000063,3000,20,02,GBP
OR00005465,2022-08-08,OR,C000078,3000,20,00,EUR
OR00005466,2023-03-16,OR,C000009,3000,20,01,USD
OR00005467,2023-10-22,RE,C000005,3000,10,00,GBP
OR00005468,2024-01-18,RE,C000034,2000,10,01,EUR
OR00005469,2024-01-02,OR,C000040,3000,30,02,GBP
OR00005470,2022-11-10,ZOR,C000006,1000,10,01,EUR
OR00005471,2023-08-02,RE,C000039,1000,10,00,EUR
OR00005472,2022-09-25,RE,C000019,1000,30,00,USD
OR00005473,2021-10-07,RE,C000018,2000,30,02,GBP
OR00005474,2023-08-14,RE,C000038,1000,10,02,EUR
OR00005475,2021-04-23,ZOR,C000013,1000,30,00,GBP
OR00005476,2022-12-25,RE,C000037,1000,10,00,EUR
OR00005477,2022-10-12,RE,C000036,1000,20,01,USD
OR00005478,2023-08-07,ZOR,C000049,2000,10,00,EUR
OR00005479,2023-10-11,ZOR,C000034,2000,10,02,EUR
OR00005480,2022-09-16,OR,C000029,1000,20,00,EUR
OR00005481,2023-11-26,OR,C000047,1000,20,02,USD
OR00005482,2022-09-06,RE,C000037,3000,20,01,GBP
OR00005483,2023-01-26,OR,C000079,3000,20,02,EUR
OR00005484,2023-09-05,ZOR,C000033,1000,10,01,USD
OR00005485,2023-08-07,OR,C000032,1000,10,01,EUR
OR00005486,2024-09-18,ZOR,C000033,3000,10,02,EUR
OR00005487,2022-06-21,OR,C000072,3000,30,01,USD
OR00005488,2023-07-13,ZOR,C000067,2000,30,00,EUR
OR00005489,2023-06-03,OR,C000070,1000,20,00,USD
OR00005490,2024-04-05,RE,C000043,1000,30,01,GBP
OR00005491,2022-03-24,OR,C000054,2000,10,02,EUR
OR00005492,2023-09-27,OR,C000056,2000,20,01,USD
OR00005493,2023-05-03,RE,C000014,1000,10,00,GBP
OR00005494,2022-08-16,ZOR,C000060,1000,30,01,EUR
OR00005495,2023-02-18,RE,C000006,1000,10,01,EUR
OR00005496,2022-10-16,OR,C000046,3000,20,01,USD
OR00005497,2023-05-11,RE,C000034,3000,10,00,USD
OR00005498,2024-02-27,RE,C000052,1000,10,02,EUR
OR00005499,2023-05-04,ZOR,C000016,3000,10,00,GBP
OR00005500,2023-06-19,RE,C000013,1000,30,02,GBP
OR00005501,2023-03-26,OR,C000004,3000,30,02,EUR
OR00005502,2021-09-13,ZOR,C000025,1000,30,02,GBP
OR00005503,2022-06-30,OR,C000018,1000,10,02,GBP
OR00005504,2023-03-05,RE,C000073,1000,30,01,EUR
OR00005505,2022-09-22,RE,C000003,3000,20,02,USD
OR00005506,2022-04-28,OR,C000007,2000,30,00,USD
OR00005507,2023-03-14,ZOR,C000051,1000,30,01,EUR
OR00005508,2022-10-05,RE,C000027,1000,10,02,GBP
OR00005509,2022-07-29,ZOR,C000016,2000,30,02,USD
OR00005510,2023-02-10,RE,C000037,3000,20,02,GBP
OR00005511,2022-02-17,OR,C000041,1000,30,01,GBP
OR00005512,2024-04-26,ZOR,C000013,3000,10,02,USD
OR00005513,2024-01-30,ZOR,C000011,2000,10,02,USD
OR00005514,2023-08-19,RE,C000025,3000,20,02,EUR
OR00005515,2022-01-04,RE,C000007,3000,10,02,EUR
OR00005516,2023-10-20,OR,C000051,3000,20,00,USD
OR00005517,2023-11-22,RE,C000014,3000,10,02,EUR
OR00005518,2023-10-13,ZOR,C000004,1000,30,01,USD
OR00005519,2022-01-17,ZOR,C000050,3000,20,02,GBP
OR00005520,2023-06-28,RE,C000035,1000,30,02,GBP
OR00005521,2023-12-21,ZOR,C000063,3000,20,00,USD
OR00005522,2023-05-10,OR,C000014,2000,10,02,GBP
OR00005523,2023-06-30,RE,C000065,2000,20,00,GBP
OR00005524,2023-02-05,OR,C000043,1000,30,01,USD
OR00005525,2023-04-03,RE,C000036,1000,20,00,USD
OR00005526,2021-07-29,OR,C000069,1000,30,00,GBP
OR00005527,2023-06-25,OR,C000043,1000,20,02,GBP
OR00005528,2021-11-19,ZOR,C000006,1000,30,02,EUR
OR00005529,2023-01-16,ZOR,C000015,1000,20,00,GBP
OR00005530,2022-09-04,ZOR,C000005,2000,30,00,EUR
OR00005531,2023-04-16,OR,C000070,1000,20,02,GBP
OR00005532,2022-02-18,RE,C000010,1000,10,01,GBP
OR00005533,2023-08-06,OR,C000033,3000,10,02,EUR
OR00005534,2023-11-08,OR,C000072,3000,20,00,USD
OR00005535,2022-04-03,RE,C000073,2000,30,00,EUR
OR00005536,2022-01-01,ZOR,C000021,1000,30,01,EUR
OR00005537,2022-03-08,ZOR,C000014,3000,30,01,EUR
OR00005538,2024-02-11,ZOR,C000041,1000,20,00,EUR
OR00005539,2023-04-02,RE,C000013,2000,20,02,EUR
OR00005540,2023-02-13,OR,C000028,3000,10,00,EUR
OR00005541,2022-01-05,ZOR,C000066,1000,10,02,GBP
OR00005542,2023-07-03,OR,C000018,1000,20,00,USD
OR00005543,2024-01-30,RE,C000027,1000,20,00,EUR
OR00005544,2023-12-14,ZOR,C000024,3000,30,01,USD
OR00005545,2023-06-15,OR,C000013,1000,10,01,EUR
OR00005546,2021-11-07,OR,C000009,2000,10,02,EUR
OR00005547,2022-01-15,ZOR,C000005,2000,10,02,EUR
OR00005548,2021-09-09,OR,C000049,2000,10,02,USD
OR00005549,2022-07-28,OR,C000017,3000,20,01,USD
OR00005550,2022-02-21,OR,C000022,3000,30,01,USD
OR00005551,2022-07-31,ZOR,C000020,3000,30,01,USD
OR00005552,2022-12-03,ZOR,C000069,1000,20,01,EUR
OR00005553,2024-05-24,ZOR,C000079,1000,20,01,USD
OR00005554,2023-06-03,ZOR,C000053,1000,10,02,USD
OR00005555,2023-12-21,ZOR,C000067,2000,20,00,USD
OR00005556,2023-08-22,OR,C000027,2000,10,01,GBP
OR00005557,2022-01-15,RE,C000006,1000,10,01,USD
OR00005558,2023-09-13,RE,C000069,1000,30,00,EUR
OR00005559,2022-08-17,RE,C000048,2000,20,00,USD
OR00005560,2023-06-25,OR,C000033,2000,20,00,USD
OR00005561,2022-10-23,ZOR,C000053,2000,30,01,GBP
OR00005562,2024-11-16,ZOR,C000058,2000,10,00,GBP
OR00005563,2022-08-04,RE,C000069,2000,20,02,EUR
OR00005564,2022-08-21,OR,C000076,2000,30,02,EUR
OR00005565,2024-05-01,OR,C000036,2000,20,01,USD
OR00005566,2021-06-27,ZOR,C000066,1000,20,02,EUR
OR00005567,2023-08-10,ZOR,C000042,2000,10,00,USD
OR00005568,2023-09-04,OR,C000067,2000,10,01,USD
OR00005569,2023-12-23,ZOR,C000059,2000,30,00,USD
OR00005570,2024-08-05,RE,C000010,2000,30,00,USD
OR00005571,2024-08-08,ZOR,C000057,1000,10,00,USD
OR00005572,2021-10-16,ZOR,C000063,1000,10,02,EUR
OR00005573,2023-12-07,ZOR,C000043,2000,10,01,GBP
OR00005574,2023-06-30,OR,C000026,3000,20,01,EUR
OR00005575,2023-07-01,RE,C000073,2000,10,00,GBP
OR00005576,2022-02-10,RE,C000027,2000,30,00,GBP
OR00005577,2023-07-03,ZOR,C000042,3000,10,00,USD
OR00005578,2024-08-30,OR,C000028,3000,10,01,USD
OR00005579,2024-03-31,ZOR,C000059,2000,10,01,EUR
OR00005580,2023-01-20,RE,C000007,2000,30,00,EUR
OR00005581,2021-08-15,ZOR,C000047,1000,10,02,EUR
OR00005582,2022-11-12,OR,C000014,3000,10,01,EUR
OR00005583,2023-12-12,ZOR,C000008,1000,20,00,USD
OR00005584,2023-08-14,RE,C000015,1000,30,00,USD
OR00005585,2023-02-06,RE,C000074,3000,30,02,GBP
OR00005586,2021-09-23,OR,C000040,1000,10,01,GBP
OR00005587,2023-01-09,ZOR,C000077,3000,10,02,EUR
OR00005588,2023-02-14,ZOR,C000076,2000,10,01,GBP
OR00005589,2024-04-28,ZOR,C000077,3000,10,02,USD
OR00005590,2023-06-26,RE,C000041,2000,10,01,EUR
OR00005591,2022-09-24,RE,C000016,3000,30,00,USD
OR00005592,2023-03-31,ZOR,C000006,2000,30,00,USD
OR00005593,2021-10-18,ZOR,C000080,3000,10,02,EUR
OR00005594,2024-07-31,OR,C000029,3000,20,02,USD
OR00005595,2022-11-10,ZOR,C000026,2000,10,02,GBP
OR00005596,2023-02-21,ZOR,C000024,3000,10,02,GBP
OR00005597,2022-11-06,OR,C000073,2000,30,01,EUR
OR00005598,2023-07-29,RE,C000056,1000,10,01,EUR
OR00005599,2023-07-13,ZOR,C000051,3000,20,00,EUR
OR00005600,2023-08-26,ZOR,C000030,3000,10,02,EUR
OR00005601,2022-08-09,ZOR,C000020,2000,20,02,USD
OR00005602,2022-09-28,OR,C000069,1000,10,02,EUR
OR00005603,2022-02-05,ZOR,C000023,2000,10,01,USD
OR00005604,2023-07-08,ZOR,C000053,3000,10,00,GBP
OR00005605,2021-08-14,RE,C000070,2000,10,00,EUR
OR00005606,2023-05-25,ZOR,C000029,2000,30,02,GBP
OR00005607,2024-02-01,RE,C000078,3000,30,01,EUR
OR00005608,2024-02-29,RE,C000001,2000,20,02,EUR
OR00005609,2023-01-28,RE,C000064,3000,10,01,EUR
OR00005610,2023-02-06,OR,C000025,2000,30,00,GBP
OR00005611,2021-11-10,ZOR,C000055,2000,20,01,USD
OR00005612,2023-07-20,ZOR,C000002,3000,10,00,GBP
OR00005613,2023-12-06,RE,C000038,1000,10,02,GBP
OR00005614,2022-07-14,OR,C000061,1000,20,02,USD
OR00005615,2023-01-05,RE,C000003,1000,20,02,EUR
OR00005616,2023-12-26,OR,C000058,2000,30,01,EUR
OR00005617,2024-02-11,ZOR,C000018,2000,20,02,USD
OR00005618,2022-07-12,OR,C000067,2000,10,02,EUR
OR00005619,2023-04-20,OR,C000061,2000,10,00,EUR
OR00005620,2022-05-12,ZOR,C000039,2000,30,02,GBP
OR00005621,2021-12-27,RE,C000023,1000,10,00,USD
OR00005622,2024-03-30,RE,C000037,1000,20,02,USD
OR00005623,2023-12-05,RE,C000059,2000,20,00,GBP
OR00005624,2023-10-05,ZOR,C000056,2000,20,02,EUR
OR00005625,2021-09-07,RE,C000012,1000,20,00,GBP
OR00005626,2023-12-31,RE,C000007,2000,10,01,USD
OR00005627,2023-01-19,ZOR,C000043,1000,30,02,EUR
OR00005628,2022-10-24,RE,C000038,1000,20,02,EUR
OR00005629,2023-04-17,OR,C000053,3000,20,00,EUR
OR00005630,2021-12-08,OR,C000071,1000,20,02,GBP
OR00005631,2023-10-02,ZOR,C000017,3000,20,02,USD
OR00005632,2023-05-14,RE,C000021,2000,20,00,USD
OR00005633,2022-05-04,ZOR,C000023,1000,10,02,GBP
OR00005634,2022-05-06,RE,C000029,3000,30,01,EUR
OR00005635,2022-05-01,ZOR,C000052,1000,20,02,EUR
OR00005636,2021-09-28,OR,C000007,3000,20,02,EUR
OR00005637,2023-05-18,ZOR,C000005,3000,30,00,GBP
OR00005638,2023-12-28,RE,C000056,2000,20,00,EUR
OR00005639,2021-05-30,RE,C000070,2000,30,02,GBP
OR00005640,2021-09-08,OR,C000062,3000,20,00,EUR
OR00005641,2023-05-06,RE,C000072,2000,30,01,GBP
OR00005642,2023-12-04,RE,C000066,3000,10,02,GBP
OR00005643,2022-10-09,OR,C000060,3000,20,02,GBP
OR00005644,2022-10-31,OR,C000066,1000,30,01,GBP
OR00005645,2023-05-24,OR,C000030,2000,30,01,EUR
OR00005646,2022-08-16,OR,C000073,1000,30,01,EUR
OR00005647,2021-07-04,ZOR,C000037,3000,20,01,GBP
OR00005648,2023-09-12,ZOR,C000012,3000,30,00,GBP
OR00005649,2023-06-15,ZOR,C000038,2000,10,00,EUR
OR00005650,2023-05-12,RE,C000059,1000,20,02,EUR
OR00005651,2023-09-18,RE,C000070,2000,10,01,USD
OR00005652,2023-07-23,ZOR,C000029,3000,30,00,USD
OR00005653,2022-05-29,ZOR,C000051,1000,30,02,USD
OR00005654,2022-11-03,ZOR,C000028,1000,30,00,USD
OR00005655,2022-02-06,RE,C000035,2000,30,02,USD
OR00005656,2022-02-12,ZOR,C000008,2000,20,02,EUR
OR00005657,2023-07-24,OR,C000013,1000,30,00,USD
OR00005658,2024-01-18,ZOR,C000018,3000,30,01,USD
OR00005659,2024-07-05,ZOR,C000017,3000,30,02,GBP
OR00005660,2023-06-17,RE,C000077,1000,20,00,GBP
OR00005661,2022-05-01,ZOR,C000052,1000,20,02,USD
OR00005662,2022-01-03,OR,C000021,2000,30,01,USD
OR00005663,2023-11-27,RE,C000073,3000,20,01,GBP
OR00005664,2023-05-11,ZOR,C000060,1000,30,00,EUR
OR00005665,2023-06-09,OR,C000021,3000,30,02,GBP
OR00005666,2023-10-26,ZOR,C000078,2000,10,00,USD
OR00005667,2023-08-16,ZOR,C000017,2000,30,01,USD
OR00005668,2023-12-21,OR,C000036,2000,30,02,GBP
OR00005669,2021-09-26,ZOR,C000011,3000,10,00,GBP
OR00005670,2023-09-24,ZOR,C000040,3000,10,01,GBP
OR00005671,2024-01-09,OR,C000065,2000,20,00,EUR
OR00005672,2022-08-28,ZOR,C000034,2000,20,00,EUR
OR00005673,2023-06-26,RE,C000072,1000,10,01,EUR
OR00005674,2022-09-26,RE,C000063,2000,20,01,GBP
OR00005675,2024-06-24,RE,C000014,2000,20,02,GBP
OR00005676,2021-07-26,OR,C000033,1000,30,00,EUR
OR00005677,2023-05-12,ZOR,C000028,3000,10,00,GBP
OR00005678,2022-04-07,ZOR,C000047,2000,10,01,USD
OR00005679,2023-08-23,ZOR,C000021,1000,30,00,EUR
OR00005680,2022-04-20,ZOR,C000001,3000,30,00,GBP
OR00005681,2022-07-03,RE,C000076,3000,30,00,USD
OR00005682,2023-03-07,OR,C000067,2000,10,02,EUR
OR00005683,2024-04-05,RE,C000044,3000,30,02,GBP
OR00005684,2022-06-05,RE,C000004,1000,10,00,GBP
OR00005685,2022-03-06,RE,C000038,2000,30,00,GBP
OR00005686,2023-10-04,ZOR,C000024,2000,30,02,USD
OR00005687,2023-03-12,OR,C000063,3000,20,00,EUR
OR00005688,2024-03-31,ZOR,C000049,1000,30,00,USD
OR00005689,2022-03-10,ZOR,C000076,1000,20,02,EUR
OR00005690,2023-06-30,OR,C000061,3000,20,01,EUR
OR00005691,2022-06-30,ZOR,C000015,1000,20,02,USD
OR00005692,2022-03-24,RE,C000055,1000,30,00,USD
OR00005693,2023-07-30,ZOR,C000016,1000,20,01,USD
OR00005694,2023-05-22,ZOR,C000066,2000,30,00,EUR
OR00005695,2023-09-30,RE,C000010,3000,10,01,GBP
OR00005696,2022-09-22,ZOR,C000077,3000,10,02,USD
OR00005697,2023-01-27,ZOR,C000060,3000,30,02,EUR
OR00005698,2022-12-22,ZOR,C000029,1000,30,02,EUR
OR00005699,2024-09-05,RE,C000015,3000,20,00,GBP
OR00005700,2022-09-04,ZOR,C000052,2000,30,01,USD
OR00005701,2022-09-07,RE,C000060,2000,30,02,GBP
OR00005702,2022-11-05,RE,C000036,3000,20,01,GBP
OR00005703,2023-04-30,OR,C000007,2000,30,00,GBP
OR00005704,2022-07-23,ZOR,C000054,1000,20,02,USD
OR00005705,2024-04-06,ZOR,C000003,2000,10,01,EUR
OR00005706,2022-08-06,OR,C000032,2000,30,02,USD
OR00005707,2024-03-07,OR,C000031,3000,10,02,GBP
OR00005708,2021-12-30,RE,C000015,2000,30,01,EUR
OR00005709,2023-07-08,OR,C000073,2000,10,01,GBP
OR00005710,2024-03-24,ZOR,C000054,3000,20,01,EUR
OR00005711,2022-04-10,RE,C000072,3000,20,01,USD
OR00005712,2024-07-19,RE,C000053,2000,20,01,GBP
OR00005713,2023-02-01,ZOR,C000040,3000,30,00,EUR
OR00005714,2024-05-29,ZOR,C000040,3000,10,02,USD
OR00005715,2023-07-25,RE,C000003,2000,30,00,EUR
OR00005716,2022-09-14,ZOR,C000012,2000,20,02,EUR
OR00005717,2022-05-06,ZOR,C000060,3000,30,01,GBP
OR00005718,2022-09-16,RE,C000067,1000,20,00,USD
OR00005719,2021-12-11,OR,C000023,2000,30,00,EUR
OR00005720,2022-03-05,OR,C000054,1000,10,00,USD
OR00005721,2022-01-01,OR,C000049,1000,20,01,USD
OR00005722,2023-01-06,ZOR,C000043,1000,30,02,EUR
OR00005723,2023-11-09,RE,C000069,2000,30,02,USD
OR00005724,2022-03-02,RE,C000020,1000,20,02,EUR
OR00005725,2022-02-13,RE,C000056,3000,20,01,GBP
OR00005726,2023-06-28,ZOR,C000027,3000,20,00,GBP
OR00005727,2022-05-18,ZOR,C000019,1000,10,02,EUR
OR00005728,2021-12-20,OR,C000048,2000,10,02,USD
OR00005729,2022-04-07,RE,C000079,1000,10,00,GBP
OR00005730,2024-04-19,ZOR,C000026,1000,20,00,GBP
OR00005731,2023-12-06,RE,C000015,3000,20,01,EUR
OR00005732,2022-11-04,ZOR,C000021,3000,10,01,GBP
OR00005733,2023-07-08,ZOR,C000041,2000,10,01,GBP
OR00005734,2023-04-09,OR,C000054,1000,20,00,GBP
OR00005735,2023-07-25,RE,C000064,2000,10,00,USD
OR00005736,2023-07-29,RE,C000015,2000,10,00,EUR
OR00005737,2023-06-17,ZOR,C000014,2000,20,01,EUR
OR00005738,2022-08-07,RE,C000022,3000,20,00,USD
OR00005739,2021-08-12,ZOR,C000079,2000,20,01,EUR
OR00005740,2023-02-03,OR,C000022,2000,30,02,GBP
OR00005741,2024-03-01,ZOR,C000024,3000,20,00,EUR
OR00005742,2023-05-04,RE,C000008,3000,30,00,USD
OR00005743,2023-12-18,RE,C000014,3000,20,02,GBP
OR00005744,2024-10-07,OR,C000007,2000,10,00,EUR
OR00005745,2022-04-03,RE,C000057,2000,10,02,GBP
OR00005746,2023-08-06,ZOR,C000079,2000,30,01,EUR
OR00005747,2023-07-23,OR,C000057,1000,10,02,GBP
OR00005748,2024-08-22,ZOR,C000009,3000,30,00,GBP
OR00005749,2024-09-11,OR,C000002,1000,10,01,USD
OR00005750,2023-08-02,RE,C000011,3000,30,00,EUR
OR00005751,2022-07-13,OR,C000041,3000,20,00,EUR
OR00005752,2023-11-12,RE,C000060,2000,20,00,EUR
OR00005753,2022-01-05,RE,C000007,3000,20,01,EUR
OR00005754,2023-10-25,RE,C000003,1000,10,01,EUR
OR00005755,2024-03-29,RE,C000027,3000,20,02,GBP
OR00005756,2022-12-01,ZOR,C000017,3000,10,00,GBP
OR00005757,2023-06-18,OR,C000034,1000,20,02,EUR
OR00005758,2023-01-12,OR,C000071,3000,20,02,GBP
OR00005759,2023-01-19,ZOR,C000036,1000,20,01,GBP
OR00005760,2022-09-23,ZOR,C000005,2000,10,02,EUR
OR00005761,2023-10-07,RE,C000001,1000,30,00,GBP
OR00005762,2024-05-11,RE,C000034,1000,20,02,USD
OR00005763,2024-05-20,ZOR,C000068,1000,10,02,GBP
OR00005764,2022-04-18,RE,C000064,3000,10,01,EUR
OR00005765,2024-02-08,OR,C000048,1000,20,00,USD
OR00005766,2023-09-14,ZOR,C000053,3000,10,01,EUR
OR00005767,2022-07-23,OR,C000013,3000,20,01,EUR
OR00005768,2021-10-21,OR,C000008,2000,10,00,USD
OR00005769,2022-08-09,RE,C000001,1000,10,02,GBP
OR00005770,2024-04-01,ZOR,C000049,1000,30,02,USD
OR00005771,2023-06-20,RE,C000034,1000,30,02,EUR
OR00005772,2023-08-31,ZOR,C000070,1000,10,00,USD
OR00005773,2022-07-28,RE,C000034,2000,20,00,USD
OR00005774,2023-08-29,ZOR,C000065,1000,30,01,EUR
OR00005775,2021-07-09,OR,C000013,2000,20,02,GBP
OR00005776,2022-11-24,OR,C000046,2000,30,00,GBP
OR00005777,2023-06-15,RE,C000042,1000,20,01,USD
OR00005778,2022-03-09,ZOR,C000056,3000,30,01,USD
OR00005779,2023-12-08,ZOR,C000004,3000,10,01,GBP
OR00005780,2022-07-03,ZOR,C000019,1000,20,01,USD
OR00005781,2023-07-05,RE,C000051,3000,20,00,USD
OR00005782,2022-12-21,OR,C000077,1000,20,02,GBP
OR00005783,2023-05-24,OR,C000065,2000,20,02,EUR
OR00005784,2022-01-06,ZOR,C000058,3000,10,00,GBP
OR00005785,2021-05-28,RE,C000031,2000,20,00,USD
OR00005786,2024-03-28,ZOR,C000017,2000,30,01,USD
OR00005787,2022-08-11,OR,C000023,1000,20,01,GBP
OR00005788,2023-12-04,ZOR,C000061,1000,30,02,USD
OR00005789,2024-12-07,OR,C000037,3000,10,01,GBP
OR00005790,2022-06-05,ZOR,C000056,2000,10,00,GBP
OR00005791,2022-08-06,ZOR,C000040,3000,30,02,EUR
OR00005792,2023-07-13,RE,C000015,2000,30,00,USD
OR00005793,2024-07-12,RE,C000073,1000,10,00,GBP
OR00005794,2024-04-07,RE,C000080,3000,20,01,USD
OR00005795,2023-03-13,RE,C000012,2000,30,00,USD
OR00005796,2023-11-09,ZOR,C000046,2000,10,00,GBP
OR00005797,2022-02-21,OR,C000053,3000,20,01,GBP
OR00005798,2024-08-14,ZOR,C000027,3000,30,01,GBP
OR00005799,2024-07-09,OR,C000001,2000,30,00,EUR
OR00005800,2022-04-03,ZOR,C000073,2000,20,02,EUR
OR00005801,2022-09-11,RE,C000059,2000,20,02,EUR
OR00005802,2021-12-24,ZOR,C000015,3000,20,00,USD
OR00005803,2022-08-13,RE,C000043,3000,10,00,EUR
OR00005804,2023-11-30,OR,C000012,2000,10,02,EUR
OR00005805,2022-11-27,ZOR,C000051,1000,10,02,EUR
OR00005806,2021-12-03,RE,C000036,2000,10,00,GBP
OR00005807,2022-10-24,RE,C000052,1000,30,01,GBP
OR00005808,2024-08-27,ZOR,C000066,3000,20,00,GBP
OR00005809,2023-06-18,OR,C000024,2000,30,00,EUR
OR00005810,2022-12-31,OR,C000027,1000,30,02,USD
OR00005811,2022-04-07,RE,C000054,1000,10,00,EUR
OR00005812,2024-09-13,ZOR,C000056,2000,20,00,USD
OR00005813,2023-12-06,ZOR,C000012,1000,10,02,USD
OR00005814,2022-08-23,ZOR,C000001,3000,30,00,USD
OR00005815,2021-10-27,RE,C000019,2000,30,01,USD
OR00005816,2021-09-27,OR,C000046,3000,10,01,USD
OR00005817,2022-01-28,ZOR,C000054,2000,30,01,EUR
OR00005818,2023-05-12,RE,C000038,1000,30,00,GBP
OR00005819,2024-04-28,OR,C000033,1000,30,00,EUR
OR00005820,2023-03-09,ZOR,C000075,1000,10,02,EUR
OR00005821,2023-12-31,ZOR,C000051,1000,10,01,USD
OR00005822,2023-01-26,OR,C000008,1000,10,02,USD
OR00005823,2023-08-20,ZOR,C000073,2000,30,02,EUR
OR00005824,2023-09-09,ZOR,C000005,3000,30,01,USD
OR00005825,2022-04-17,RE,C000004,3000,20,00,USD
OR00005826,2022-11-11,ZOR,C000005,3000,20,02,GBP
OR00005827,2023-06-23,ZOR,C000020,2000,20,02,GBP
OR00005828,2021-10-28,OR,C000052,1000,30,01,GBP
OR00005829,2022-11-11,OR,C000048,3000,10,00,USD
OR00005830,2023-04-08,OR,C000069,2000,30,01,USD
OR00005831,2024-11-04,ZOR,C000040,3000,20,01,GBP
OR00005832,2023-02-19,OR,C000026,2000,30,00,USD
OR00005833,2023-11-30,RE,C000034,3000,20,01,USD
OR00005834,2023-01-14,OR,C000049,2000,20,02,GBP
OR00005835,2023-11-10,RE,C000012,3000,30,00,GBP
OR00005836,2023-05-23,RE,C000026,1000,20,00,GBP
OR00005837,2024-02-24,OR,C000039,3000,10,01,USD
OR00005838,2022-12-26,OR,C000022,1000,10,00,USD
OR00005839,2023-05-30,RE,C000017,1000,30,02,EUR
OR00005840,2023-06-18,OR,C000023,2000,10,00,GBP
OR00005841,2023-01-01,RE,C000063,1000,10,01,GBP
OR00005842,2022-03-06,OR,C000002,3000,20,02,GBP
OR00005843,2021-12-12,ZOR,C000022,1000,10,01,GBP
OR00005844,2021-05-27,ZOR,C000030,2000,30,01,USD
OR00005845,2024-02-06,RE,C000055,2000,20,01,EUR
OR00005846,2022-07-04,RE,C000054,1000,20,00,USD
OR00005847,2022-06-05,OR,C000059,1000,10,00,USD
OR00005848,2023-09-13,RE,C000037,3000,30,02,EUR
OR00005849,2022-10-02,ZOR,C000078,2000,20,01,EUR
OR00005850,2023-03-16,OR,C000076,1000,10,02,EUR
OR00005851,2022-04-01,RE,C000025,1000,10,02,EUR
OR00005852,2024-06-28,RE,C000039,1000,20,02,USD
OR00005853,2024-01-10,OR,C000043,2000,10,01,USD
OR00005854,2024-01-25,ZOR,C000043,1000,20,00,EUR
OR00005855,2022-12-23,RE,C000037,1000,20,02,USD
OR00005856,2023-10-07,OR,C000050,3000,10,00,GBP
OR00005857,2022-03-05,ZOR,C000031,2000,20,01,GBP
