VBELN,POSNR,MATNR,MATKL,WERKS,KWMENG,NETPR,NETWR,ERDAT,LGORT
OR00004332,000020,MAT000018,CHEM,P003,195,38.29,7466.55,2022-02-16,L003
OR00004332,000030,MAT000039,CHEM,P003,202,300.81,60763.62,2022-02-16,L004
OR00004332,000040,MAT000008,PACK,P003,110,193.11,21242.1,2022-02-16,L003
OR00004333,000010,MAT000034,CONS,P001,109,284.31,30989.79,2023-01-21,L003
OR00004334,000010,MAT000037,CHEM,P003,118,410.4,48427.2,2023-06-29,L002
OR00004334,000020,MAT000003,MECH,P003,28,12.71,355.88,2023-06-29,L002
OR00004334,000030,MAT000034,CONS,P003,51,422.13,21528.63,2023-06-29,L003
OR00004334,000040,MAT000001,PACK,P003,113,254.49,28757.37,2023-06-29,L004
OR00004335,000010,MAT000021,ELEC,P002,127,320.47,40699.69,2022-11-30,L002
OR00004336,000010,MAT000003,MECH,P002,43,205.4,8832.2,2021-09-22,L003
OR00004336,000020,MAT000018,CHEM,P002,40,429.47,17178.8,2021-09-22,L004
OR00004337,000010,MAT000037,CHEM,P005,75,262.07,19655.25,2023-05-26,L003
OR00004337,000020,MAT000033,CHEM,P005,147,174.15,25600.05,2023-05-26,L004
OR00004338,000010,MAT000024,ELEC,P003,156,45.88,7157.28,2024-03-17,L001
OR00004338,000020,MAT000013,CONS,P003,144,175.28,25240.32,2024-03-17,L003
OR00004338,000030,MAT000040,CHEM,P003,115,460.1,52911.5,2024-03-17,L001
OR00004338,000040,MAT000011,CHEM,P003,204,294.69,60116.76,2024-03-17,L002
OR00004339,000010,MAT000025,CONS,P005,103,72.2,7436.6,2022-12-02,L001
OR00004339,000020,MAT000035,MECH,P005,57,141.42,8060.94,2022-12-02,L001
OR00004339,000030,MAT000009,ELEC,P005,33,118.08,3896.64,2022-12-02,L003
OR00004339,000040,MAT000001,PACK,P005,211,367.63,77569.93,2022-12-02,L003
OR00004340,000010,MAT000029,CHEM,P004,3,472.36,1417.08,2022-06-11,L003
OR00004341,000010,MAT000018,CHEM,P002,94,372.07,34974.58,2023-01-23,L003
OR00004342,000010,MAT000010,PACK,P001,0,55.83,0.0,2021-09-06,L001
OR00004343,000010,MAT000019,CHEM,P001,227,5.12,1162.24,2023-12-05,L002
OR00004344,000010,MAT000040,CHEM,P001,194,171.33,33238.02,2023-12-12,L004
OR00004345,000010,MAT000009,ELEC,P004,174,64.06,11146.44,2023-05-18,L003
OR00004346,000010,MAT000003,MECH,P002,41,347.23,14236.43,2022-11-04,L002
OR00004346,000020,MAT000012,CONS,P002,225,62.74,14116.5,2022-11-04,L001
OR00004346,000030,MAT000029,CHEM,P002,197,139.39,27459.83,2022-11-04,L003
OR00004347,000010,MAT000024,ELEC,P003,295,279.24,82375.8,2023-11-13,L002
OR00004347,000020,MAT000008,PACK,P003,109,248.91,27131.19,2023-11-13,L003
OR00004348,000010,MAT000025,CONS,P003,134,205.6,27550.4,2023-04-23,L001
OR00004348,000020,MAT000038,PACK,P003,114,132.78,15136.92,2023-04-23,L004
OR00004349,000010,MAT000033,CHEM,P002,166,482.7,80128.2,2023-12-11,L004
OR00004350,000010,MAT000033,CHEM,P005,73,95.21,6950.33,2023-06-19,L004
OR00004350,000020,MAT000021,ELEC,P005,40,392.77,15710.8,2023-06-19,L003
OR00004350,000030,MAT000006,MECH,P005,134,150.18,20124.12,2023-06-19,L002
OR00004351,000010,MAT000013,CONS,P001,82,336.38,27583.16,2023-10-29,L003
OR00004351,000020,MAT000008,PACK,P001,146,122.5,17885.0,2023-10-29,L001
OR00004352,000010,MAT000001,PACK,P002,88,51.24,4509.12,2023-05-25,L002
OR00004352,000020,MAT000011,CHEM,P002,57,497.02,28330.14,2023-05-25,L003
OR00004352,000030,MAT000032,PACK,P002,141,83.83,11820.03,2023-05-25,L004
OR00004353,000010,MAT000007,MECH,P001,179,156.87,28079.73,2022-12-29,L003
OR00004353,000020,MAT000016,CONS,P001,54,166.06,8967.24,2022-12-29,L002
OR00004353,000030,MAT000025,CONS,P001,261,434.89,113506.29,2022-12-29,L001
OR00004353,000040,MAT000030,CONS,P001,81,52.25,4232.25,2022-12-29,L002
OR00004354,000010,MAT000033,CHEM,P001,72,82.75,5958.0,2024-06-24,L001
OR00004354,000020,MAT000022,ELEC,P001,107,437.44,46806.08,2024-06-24,L001
OR00004354,000030,MAT000024,ELEC,P001,1,60.68,60.68,2024-06-24,L001
OR00004354,000040,MAT000037,CHEM,P001,73,482.04,35188.92,2024-06-24,L002
OR00004355,000010,MAT000025,CONS,P001,136,15.72,2137.92,2023-04-12,L001
OR00004356,000010,MAT000018,CHEM,P005,21,232.28,4877.88,2023-05-30,L002
OR00004356,000020,MAT000001,PACK,P005,96,69.74,6695.04,2023-05-30,L001
OR00004357,000010,MAT000001,PACK,P005,103,415.61,42807.83,2022-06-16,L001
OR00004357,000020,MAT000033,CHEM,P005,44,99.64,4384.16,2022-06-16,L003
OR00004357,000030,MAT000018,CHEM,P005,19,453.25,8611.75,2022-06-16,L004
OR00004357,000040,MAT000013,CONS,P005,27,91.12,2460.24,2022-06-16,L002
OR00004358,000010,MAT000013,CONS,P001,77,401.05,30880.85,2023-06-15,L003
OR00004358,000020,MAT000008,PACK,P001,68,343.24,23340.32,2023-06-15,L004
OR00004358,000030,MAT000024,ELEC,P001,87,275.5,23968.5,2023-06-15,L003
OR00004358,000040,MAT000038,PACK,P001,65,121.79,7916.35,2023-06-15,L001
OR00004359,000010,MAT000012,CONS,P002,158,120.04,18966.32,2023-05-06,L002
OR00004360,000010,MAT000009,ELEC,P003,185,280.07,51812.95,2022-05-02,L001
OR00004361,000010,MAT000021,ELEC,P004,30,16.64,499.2,2021-10-04,L002
OR00004361,000020,MAT000015,ELEC,P004,175,245.09,42890.75,2021-10-04,L002
OR00004362,000010,MAT000035,MECH,P004,154,384.73,59248.42,2023-05-30,L003
OR00004362,000020,MAT000030,CONS,P004,2,314.86,629.72,2023-05-30,L001
OR00004363,000010,MAT000027,PACK,P002,211,60.81,12830.91,2023-10-09,L002
OR00004363,000020,MAT000011,CHEM,P002,59,296.24,17478.16,2023-10-09,L002
OR00004363,000030,MAT000021,ELEC,P002,2,174.1,348.2,2023-10-09,L003
OR00004363,000040,MAT000015,ELEC,P002,57,452.09,25769.13,2023-10-09,L002
OR00004364,000010,MAT000023,CHEM,P003,149,365.74,54495.26,2023-03-30,L003
OR00004365,000010,MAT000004,PACK,P004,144,60.27,8678.88,2022-06-23,L004
OR00004366,000010,MAT000015,ELEC,P005,103,317.03,32654.09,2023-07-16,L001
OR00004367,000010,MAT000002,CONS,P002,101,203.29,20532.29,2021-11-17,L001
OR00004367,000020,MAT000013,CONS,P002,59,412.57,24341.63,2021-11-17,L004
OR00004367,000030,MAT000015,ELEC,P002,53,253.65,13443.45,2021-11-17,L004
OR00004367,000040,MAT000032,PACK,P002,195,146.95,28655.25,2021-11-17,L003
OR00004368,000010,MAT000004,PACK,P005,36,290.91,10472.76,2023-01-22,L002
OR00004369,000010,MAT000018,CHEM,P005,78,6.03,470.34,2022-04-03,L004
OR00004370,000010,MAT000040,CHEM,P001,45,109.16,4912.2,2022-05-01,L001
OR00004370,000020,MAT000011,CHEM,P001,91,290.88,26470.08,2022-05-01,L004
OR00004370,000030,MAT000004,PACK,P001,155,167.45,25954.75,2022-05-01,L001
OR00004371,000010,MAT000028,PACK,P003,101,175.87,17762.87,2022-05-24,L001
OR00004372,000010,MAT000023,CHEM,P001,282,373.48,105321.36,2022-12-05,L004
OR00004372,000020,MAT000019,CHEM,P001,142,464.44,65950.48,2022-12-05,L004
OR00004373,000010,MAT000025,CONS,P003,43,45.4,1952.2,2021-09-13,L003
OR00004373,000020,MAT000020,ELEC,P003,152,256.06,38921.12,2021-09-13,L003
OR00004374,000010,MAT000015,ELEC,P003,91,46.46,4227.86,2022-12-15,L004
OR00004374,000020,MAT000040,CHEM,P003,51,477.42,24348.42,2022-12-15,L002
OR00004374,000030,MAT000036,CHEM,P003,94,69.12,6497.28,2022-12-15,L001
OR00004374,000040,MAT000037,CHEM,P003,26,418.25,10874.5,2022-12-15,L001
OR00004375,000010,MAT000008,PACK,P001,24,192.53,4620.72,2023-03-20,L004
OR00004375,000020,MAT000032,PACK,P001,72,21.18,1524.96,2023-03-20,L003
OR00004376,000010,MAT000018,CHEM,P001,71,433.57,30783.47,2023-02-26,L002
OR00004377,000010,MAT000033,CHEM,P004,42,464.51,19509.42,2022-12-01,L001
OR00004378,000010,MAT000002,CONS,P002,202,45.37,9164.74,2023-12-26,L003
OR00004378,000020,MAT000003,MECH,P002,51,301.32,15367.32,2023-12-26,L004
OR00004379,000010,MAT000014,PACK,P004,44,210.69,9270.36,2022-03-08,L002
OR00004379,000020,MAT000008,PACK,P004,25,317.83,7945.75,2022-03-08,L003
OR00004380,000010,MAT000009,ELEC,P003,129,66.23,8543.67,2023-03-16,L004
OR00004380,000020,MAT000039,CHEM,P003,134,431.61,57835.74,2023-03-16,L004
OR00004380,000030,MAT000030,CONS,P003,22,157.76,3470.72,2023-03-16,L003
OR00004380,000040,MAT000010,PACK,P003,138,358.41,49460.58,2023-03-16,L002
OR00004381,000010,MAT000004,PACK,P004,120,136.59,16390.8,2021-10-09,L004
OR00004381,000020,MAT000032,PACK,P004,100,104.99,10499.0,2021-10-09,L004
OR00004382,000010,MAT000008,PACK,P003,113,56.8,6418.4,2021-10-29,L004
OR00004382,000020,MAT000032,PACK,P003,148,56.15,8310.2,2021-10-29,L002
OR00004383,000010,MAT000030,CONS,P005,94,324.38,30491.72,2023-05-07,L004
OR00004383,000020,MAT000015,ELEC,P005,132,349.93,46190.76,2023-05-07,L001
OR00004383,000030,MAT000019,CHEM,P005,115,128.78,14809.7,2023-05-07,L003
OR00004383,000040,MAT000032,PACK,P005,179,420.18,75212.22,2023-05-07,L001
OR00004384,000010,MAT000030,CONS,P004,33,378.96,12505.68,2023-05-01,L002
OR00004384,000020,MAT000040,CHEM,P004,54,351.12,18960.48,2023-05-01,L002
OR00004384,000030,MAT000028,PACK,P004,16,265.73,4251.68,2023-05-01,L004
OR00004385,000010,MAT000010,PACK,P002,67,82.16,5504.72,2024-02-12,L004
OR00004385,000020,MAT000008,PACK,P002,137,294.98,40412.26,2024-02-12,L004
OR00004386,000010,MAT000004,PACK,P002,206,249.65,51427.9,2023-04-25,L003
OR00004386,000020,MAT000040,CHEM,P002,159,305.14,48517.26,2023-04-25,L003
OR00004386,000030,MAT000037,CHEM,P002,59,369.69,21811.71,2023-04-25,L001
OR00004386,000040,MAT000016,CONS,P002,227,54.29,12323.83,2023-04-25,L003
OR00004387,000010,MAT000007,MECH,P005,78,380.81,29703.18,2024-06-28,L003
OR00004388,000010,MAT000016,CONS,P003,138,408.95,56435.1,2021-09-07,L002
OR00004388,000020,MAT000028,PACK,P003,98,145.36,14245.28,2021-09-07,L001
OR00004389,000010,MAT000024,ELEC,P005,199,147.82,29416.18,2021-12-21,L003
OR00004389,000020,MAT000009,ELEC,P005,149,166.01,24735.49,2021-12-21,L003
OR00004389,000030,MAT000005,ELEC,P005,139,300.75,41804.25,2021-12-21,L004
OR00004389,000040,MAT000022,ELEC,P005,256,7.02,1797.12,2021-12-21,L004
OR00004390,000010,MAT000011,CHEM,P001,158,464.92,73457.36,2021-08-26,L002
OR00004390,000020,MAT000009,ELEC,P001,76,101.76,7733.76,2021-08-26,L001
OR00004390,000030,MAT000027,PACK,P001,73,200.47,14634.31,2021-08-26,L001
OR00004391,000010,MAT000026,CHEM,P001,113,162.32,18342.16,2022-05-02,L001
OR00004392,000010,MAT000038,PACK,P002,21,397.53,8348.13,2023-04-13,L001
OR00004393,000010,MAT000001,PACK,P004,34,426.0,14484.0,2023-06-30,L002
OR00004393,000020,MAT000019,CHEM,P004,35,28.37,992.95,2023-06-30,L004
OR00004393,000030,MAT000040,CHEM,P004,15,294.44,4416.6,2023-06-30,L002
OR00004393,000040,MAT000034,CONS,P004,97,408.3,39605.1,2023-06-30,L004
OR00004394,000010,MAT000012,CONS,P002,62,299.96,18597.52,2021-08-30,L004
OR00004394,000020,MAT000026,CHEM,P002,202,298.11,60218.22,2021-08-30,L003
OR00004394,000030,MAT000018,CHEM,P002,33,69.61,2297.13,2021-08-30,L004
OR00004395,000010,MAT000037,CHEM,P005,182,460.45,83801.9,2024-05-30,L003
OR00004395,000020,MAT000036,CHEM,P005,184,328.2,60388.8,2024-05-30,L003
OR00004395,000030,MAT000011,CHEM,P005,186,25.98,4832.28,2024-05-30,L002
OR00004396,000010,MAT000018,CHEM,P003,228,353.6,80620.8,2023-12-30,L001
OR00004397,000010,MAT000011,CHEM,P001,104,393.82,40957.28,2022-09-08,L004
OR00004397,000020,MAT000025,CONS,P001,22,100.26,2205.72,2022-09-08,L002
OR00004397,000030,MAT000037,CHEM,P001,109,194.29,21177.61,2022-09-08,L003
OR00004397,000040,MAT000002,CONS,P001,233,429.54,100082.82,2022-09-08,L001
OR00004398,000010,MAT000032,PACK,P002,333,376.99,125537.67,2021-11-11,L003
OR00004398,000020,MAT000015,ELEC,P002,105,250.29,26280.45,2021-11-11,L004
OR00004398,000030,MAT000007,MECH,P002,105,284.85,29909.25,2021-11-11,L004
OR00004399,000010,MAT000032,PACK,P004,9,123.38,1110.42,2022-04-12,L001
OR00004399,000020,MAT000017,PACK,P004,175,263.88,46179.0,2022-04-12,L001
OR00004399,000030,MAT000007,MECH,P004,81,240.71,19497.51,2022-04-12,L002
OR00004399,000040,MAT000027,PACK,P004,82,344.83,28276.06,2022-04-12,L001
OR00004400,000010,MAT000036,CHEM,P005,221,70.68,15620.28,2022-02-07,L003
OR00004400,000020,MAT000029,CHEM,P005,9,252.01,2268.09,2022-02-07,L001
OR00004401,000010,MAT000027,PACK,P005,138,352.39,48629.82,2022-02-02,L001
OR00004402,000010,MAT000013,CONS,P004,75,481.62,36121.5,2023-03-26,L003
OR00004402,000020,MAT000010,PACK,P004,152,171.33,26042.16,2023-03-26,L004
OR00004402,000030,MAT000001,PACK,P004,152,443.15,67358.8,2023-03-26,L003
OR00004403,000010,MAT000014,PACK,P003,2,384.48,768.96,2022-07-15,L003
OR00004403,000020,MAT000028,PACK,P003,41,224.49,9204.09,2022-07-15,L004
OR00004404,000010,MAT000037,CHEM,P002,299,315.0,94185.0,2022-11-08,L003
OR00004404,000020,MAT000026,CHEM,P002,98,357.01,34986.98,2022-11-08,L002
OR00004404,000030,MAT000006,MECH,P002,140,400.92,56128.8,2022-11-08,L001
OR00004405,000010,MAT000009,ELEC,P003,44,102.59,4513.96,2024-09-27,L003
OR00004405,000020,MAT000020,ELEC,P003,148,146.24,21643.52,2024-09-27,L001
OR00004405,000030,MAT000028,PACK,P003,160,464.49,74318.4,2024-09-27,L002
OR00004405,000040,MAT000014,PACK,P003,11,465.69,5122.59,2024-09-27,L002
OR00004406,000010,MAT000022,ELEC,P004,64,53.17,3402.88,2023-07-31,L004
OR00004407,000010,MAT000031,MECH,P002,35,253.91,8886.85,2024-06-05,L002
OR00004407,000020,MAT000004,PACK,P002,134,241.95,32421.3,2024-06-05,L003
OR00004407,000030,MAT000008,PACK,P002,30,71.03,2130.9,2024-06-05,L003
OR00004408,000010,MAT000032,PACK,P001,20,433.74,8674.8,2022-03-03,L002
OR00004409,000010,MAT000005,ELEC,P001,11,383.19,4215.09,2022-12-01,L003
OR00004409,000020,MAT000014,PACK,P001,251,153.03,38410.53,2022-12-01,L001
OR00004409,000030,MAT000009,ELEC,P001,197,480.08,94575.76,2022-12-01,L003
OR00004409,000040,MAT000035,MECH,P001,209,112.85,23585.65,2022-12-01,L003
OR00004410,000010,MAT000018,CHEM,P004,39,304.01,11856.39,2023-04-23,L004
OR00004410,000020,MAT000008,PACK,P004,49,314.17,15394.33,2023-04-23,L003
OR00004410,000030,MAT000019,CHEM,P004,191,44.59,8516.69,2023-04-23,L001
OR00004410,000040,MAT000004,PACK,P004,39,78.65,3067.35,2023-04-23,L002
OR00004411,000010,MAT000007,MECH,P005,161,460.63,74161.43,2021-11-10,L001
OR00004411,000020,MAT000005,ELEC,P005,237,174.92,41456.04,2021-11-10,L001
OR00004412,000010,MAT000011,CHEM,P003,205,395.57,81091.85,2021-03-15,L001
OR00004412,000020,MAT000002,CONS,P003,121,384.51,46525.71,2021-03-15,L001
OR00004412,000030,MAT000017,PACK,P003,39,300.01,11700.39,2021-03-15,L002
OR00004412,000040,MAT000033,CHEM,P003,69,210.44,14520.36,2021-03-15,L002
OR00004413,000010,MAT000027,PACK,P001,34,207.72,7062.48,2023-07-19,L004
OR00004413,000020,MAT000036,CHEM,P001,118,372.47,43951.46,2023-07-19,L001
OR00004413,000030,MAT000028,PACK,P001,17,212.48,3612.16,2023-07-19,L004
OR00004414,000010,MAT000007,MECH,P003,111,147.45,16366.95,2023-06-27,L004
OR00004415,000010,MAT000032,PACK,P005,21,248.8,5224.8,2022-12-26,L001
OR00004416,000010,MAT000008,PACK,P005,30,494.44,14833.2,2023-03-03,L002
OR00004416,000020,MAT000001,PACK,P005,46,413.58,19024.68,2023-03-03,L003
OR00004417,000010,MAT000011,CHEM,P004,192,222.38,42696.96,2022-12-30,L001
OR00004417,000020,MAT000022,ELEC,P004,174,202.9,35304.6,2022-12-30,L001
OR00004418,000010,MAT000026,CHEM,P004,107,63.0,6741.0,2021-06-25,L003
OR00004418,000020,MAT000001,PACK,P004,121,263.82,31922.22,2021-06-25,L001
OR00004419,000010,MAT000027,PACK,P004,47,64.57,3034.79,2022-10-17,L002
OR00004419,000020,MAT000030,CONS,P004,203,306.87,62294.61,2022-10-17,L002
OR00004419,000030,MAT000028,PACK,P004,231,108.8,25132.8,2022-10-17,L002
OR00004419,000040,MAT000014,PACK,P004,234,153.38,35890.92,2022-10-17,L004
OR00004420,000010,MAT000008,PACK,P001,51,349.95,17847.45,2022-04-21,L004
OR00004420,000020,MAT000024,ELEC,P001,134,35.47,4752.98,2022-04-21,L001
OR00004420,000030,MAT000025,CONS,P001,10,427.24,4272.4,2022-04-21,L004
OR00004420,000040,MAT000026,CHEM,P001,175,269.43,47150.25,2022-04-21,L002
OR00004421,000010,MAT000009,ELEC,P001,218,34.01,7414.18,2021-12-21,L004
OR00004421,000020,MAT000027,PACK,P001,58,376.08,21812.64,2021-12-21,L004
OR00004422,000010,MAT000020,ELEC,P002,89,171.56,15268.84,2024-06-21,L002
OR00004422,000020,MAT000011,CHEM,P002,21,382.56,8033.76,2024-06-21,L001
OR00004422,000030,MAT000035,MECH,P002,57,381.31,21734.67,2024-06-21,L001
OR00004423,000010,MAT000026,CHEM,P001,131,231.11,30275.41,2023-05-26,L001
OR00004423,000020,MAT000009,ELEC,P001,71,399.13,28338.23,2023-05-26,L002
OR00004424,000010,MAT000009,ELEC,P002,171,205.2,35089.2,2023-09-07,L003
OR00004425,000010,MAT000002,CONS,P005,143,221.52,31677.36,2022-09-28,L001
OR00004426,000010,MAT000006,MECH,P002,141,119.02,16781.82,2022-12-11,L003
OR00004426,000020,MAT000035,MECH,P002,109,176.42,19229.78,2022-12-11,L002
OR00004426,000030,MAT000037,CHEM,P002,207,88.77,18375.39,2022-12-11,L003
OR00004427,000010,MAT000023,CHEM,P001,145,358.31,51954.95,2022-07-05,L002
OR00004427,000020,MAT000039,CHEM,P001,38,376.25,14297.5,2022-07-05,L003
OR00004427,000030,MAT000030,CONS,P001,18,156.52,2817.36,2022-07-05,L004
OR00004428,000010,MAT000025,CONS,P005,43,209.14,8993.02,2021-12-19,L003
OR00004428,000020,MAT000021,ELEC,P005,138,206.65,28517.7,2021-12-19,L001
OR00004429,000010,MAT000037,CHEM,P003,108,134.11,14483.88,2022-04-24,L004
OR00004429,000020,MAT000040,CHEM,P003,184,314.89,57939.76,2022-04-24,L003
OR00004430,000010,MAT000012,CONS,P001,1,69.32,69.32,2023-11-11,L004
OR00004431,000010,MAT000002,CONS,P002,132,351.36,46379.52,2023-07-25,L001
OR00004431,000020,MAT000037,CHEM,P002,81,72.39,5863.59,2023-07-25,L002
OR00004431,000030,MAT000005,ELEC,P002,94,52.61,4945.34,2023-07-25,L001
OR00004431,000040,MAT000010,PACK,P002,32,243.79,7801.28,2023-07-25,L003
OR00004432,000010,MAT000035,MECH,P002,147,99.32,14600.04,2023-04-17,L004
OR00004433,000010,MAT000035,MECH,P004,182,23.59,4293.38,2023-02-19,L001
OR00004434,000010,MAT000018,CHEM,P001,120,271.1,32532.0,2024-04-17,L003
OR00004434,000020,MAT000030,CONS,P001,145,70.63,10241.35,2024-04-17,L001
OR00004434,000030,MAT000040,CHEM,P001,136,133.93,18214.48,2024-04-17,L003
OR00004435,000010,MAT000014,PACK,P004,41,234.99,9634.59,2021-11-02,L003
OR00004436,000010,MAT000016,CONS,P005,146,60.82,8879.72,2022-08-23,L002
OR00004436,000020,MAT000033,CHEM,P005,66,307.9,20321.4,2022-08-23,L003
OR00004436,000030,MAT000026,CHEM,P005,112,234.47,26260.64,2022-08-23,L003
OR00004436,000040,MAT000028,PACK,P005,84,409.42,34391.28,2022-08-23,L004
OR00004437,000010,MAT000013,CONS,P003,228,163.39,37252.92,2022-10-31,L004
OR00004437,000020,MAT000034,CONS,P003,283,434.15,122864.45,2022-10-31,L001
OR00004438,000010,MAT000034,CONS,P005,11,408.86,4497.46,2023-10-27,L002
OR00004438,000020,MAT000022,ELEC,P005,124,252.37,31293.88,2023-10-27,L001
OR00004439,000010,MAT000036,CHEM,P004,46,456.84,21014.64,2024-10-12,L001
OR00004439,000020,MAT000025,CONS,P004,5,462.88,2314.4,2024-10-12,L001
OR00004439,000030,MAT000012,CONS,P004,76,307.98,23406.48,2024-10-12,L001
OR00004440,000010,MAT000039,CHEM,P001,75,253.2,18990.0,2022-07-09,L004
OR00004440,000020,MAT000035,MECH,P001,41,186.64,7652.24,2022-07-09,L004
OR00004440,000030,MAT000020,ELEC,P001,73,276.66,20196.18,2022-07-09,L002
OR00004440,000040,MAT000004,PACK,P001,106,181.27,19214.62,2022-07-09,L002
OR00004441,000010,MAT000016,CONS,P003,92,295.71,27205.32,2024-02-07,L003
OR00004441,000020,MAT000003,MECH,P003,136,422.44,57451.84,2024-02-07,L001
OR00004441,000030,MAT000031,MECH,P003,39,360.65,14065.35,2024-02-07,L002
OR00004441,000040,MAT000014,PACK,P003,219,412.88,90420.72,2024-02-07,L004
OR00004442,000010,MAT000017,PACK,P005,24,430.24,10325.76,2023-12-16,L001
OR00004442,000020,MAT000006,MECH,P005,231,416.98,96322.38,2023-12-16,L001
OR00004443,000010,MAT000031,MECH,P003,72,251.3,18093.6,2022-06-21,L004
OR00004444,000010,MAT000013,CONS,P003,279,413.6,115394.4,2022-12-16,L002
OR00004444,000020,MAT000003,MECH,P003,58,304.3,17649.4,2022-12-16,L001
OR00004445,000010,MAT000018,CHEM,P003,83,73.47,6098.01,2022-12-25,L002
OR00004445,000020,MAT000003,MECH,P003,151,357.35,53959.85,2022-12-25,L001
OR00004445,000030,MAT000027,PACK,P003,251,90.84,22800.84,2022-12-25,L002
OR00004446,000010,MAT000025,CONS,P003,24,304.75,7314.0,2024-08-16,L004
OR00004446,000020,MAT000039,CHEM,P003,77,149.31,11496.87,2024-08-16,L001
OR00004446,000030,MAT000029,CHEM,P003,55,259.7,14283.5,2024-08-16,L003
OR00004447,000010,MAT000022,ELEC,P001,149,366.35,54586.15,2022-04-26,L001
OR00004448,000010,MAT000017,PACK,P003,216,469.87,101491.92,2023-11-13,L004
OR00004448,000020,MAT000037,CHEM,P003,39,183.85,7170.15,2023-11-13,L003
OR00004449,000010,MAT000022,ELEC,P004,49,433.64,21248.36,2022-10-16,L001
OR00004449,000020,MAT000028,PACK,P004,37,494.0,18278.0,2022-10-16,L003
OR00004449,000030,MAT000021,ELEC,P004,244,290.54,70891.76,2022-10-16,L003
OR00004449,000040,MAT000027,PACK,P004,219,76.26,16700.94,2022-10-16,L002
OR00004450,000010,MAT000013,CONS,P001,103,155.53,16019.59,2023-09-08,L003
OR00004450,000020,MAT000016,CONS,P001,92,236.82,21787.44,2023-09-08,L004
OR00004450,000030,MAT000036,CHEM,P001,144,334.7,48196.8,2023-09-08,L002
OR00004450,000040,MAT000005,ELEC,P001,36,369.37,13297.32,2023-09-08,L004
OR00004451,000010,MAT000028,PACK,P002,100,31.94,3194.0,2023-01-03,L003
OR00004451,000020,MAT000034,CONS,P002,66,199.89,13192.74,2023-01-03,L003
OR00004451,000030,MAT000013,CONS,P002,103,307.63,31685.89,2023-01-03,L003
OR00004452,000010,MAT000015,ELEC,P004,12,156.58,1878.96,2023-05-11,L001
OR00004452,000020,MAT000022,ELEC,P004,106,310.23,32884.38,2023-05-11,L002
OR00004453,000010,MAT000013,CONS,P004,101,75.53,7628.53,2023-12-19,L001
OR00004453,000020,MAT000019,CHEM,P004,134,490.31,65701.54,2023-12-19,L002
OR00004454,000010,MAT000010,PACK,P002,274,138.21,37869.54,2023-11-18,L003
OR00004454,000020,MAT000015,ELEC,P002,83,172.9,14350.7,2023-11-18,L002
OR00004454,000030,MAT000019,CHEM,P002,269,435.74,117214.06,2023-11-18,L004
OR00004454,000040,MAT000035,MECH,P002,19,131.21,2492.99,2023-11-18,L001
OR00004455,000010,MAT000020,ELEC,P003,16,352.51,5640.16,2024-01-28,L002
OR00004455,000020,MAT000040,CHEM,P003,44,486.06,21386.64,2024-01-28,L002
OR00004455,000030,MAT000015,ELEC,P003,21,454.01,9534.21,2024-01-28,L002
OR00004456,000010,MAT000007,MECH,P002,210,497.18,104407.8,2021-10-04,L001
OR00004456,000020,MAT000025,CONS,P002,212,231.58,49094.96,2021-10-04,L004
OR00004456,000030,MAT000011,CHEM,P002,48,473.96,22750.08,2021-10-04,L002
OR00004456,000040,MAT000026,CHEM,P002,262,279.31,73179.22,2021-10-04,L003
OR00004457,000010,MAT000040,CHEM,P001,200,31.22,6244.0,2023-08-06,L002
